,issue_id,issue_comments,issue_desc,created_at,closed_at
272,UNDERTOW-1641,AbstractFramedStreamSinkChannel doesn't interrupt the current thread when InterruptedIOException is thrown,,,
277,UNDERTOW-1639,"Applying timeouts to blocking operations (as described in UNDERTOW-1622) allows us to avoid  waiting forever, but we should avoid getting into this situation entirely if possible.
In practice we've found several http/2 requests a day that should take a few milliseconds get stuck as described, normally while reading data from a small request body.
Unfortunately awaitReadable and awaitWritable block beyond when the connections are closed.",,,
278,UNDERTOW-1638,"While attempting to reproduce a client connection leak I encountered 'UT000091: Buffer has already been freed'.

Note this occurred while running 32 concurrent clients after just over 200,000 total requests.

Handler implementation:

{noformat}
            new BlockingHandler(exchange -> {
                    Thread.sleep(1);
                    exchange.getResponseHeaders().put(Headers.CONTENT_TYPE, ""application/json"");
                    exchange.getOutputStream().write(responseData); // 200kb
                })
{noformat}


{noformat}
13:24:35.528 [XNIO-1 task-38] ERROR io.undertow.request - UT005071: Undertow request failed HttpServerExchange{ POST /simple/ping}
java.lang.IllegalStateException: UT000091: Buffer has already been freed
	at io.undertow.server.DefaultByteBufferPool$DefaultPooledBuffer.getBuffer(DefaultByteBufferPool.java:260)
	at io.undertow.server.protocol.framed.AbstractFramedStreamSinkChannel.sendWriteBuffer(AbstractFramedStreamSinkChannel.java:497)
	at io.undertow.server.protocol.framed.AbstractFramedStreamSinkChannel.handleBufferFull(AbstractFramedStreamSinkChannel.java:485)
	at io.undertow.server.protocol.framed.AbstractFramedStreamSinkChannel.write(AbstractFramedStreamSinkChannel.java:396)
	at org.xnio.conduits.StreamSinkChannelWrappingConduit.write(StreamSinkChannelWrappingConduit.java:61)
	at org.xnio.conduits.ConduitStreamSinkChannel.write(ConduitStreamSinkChannel.java:158)
	at io.undertow.channels.DetachableStreamSinkChannel.write(DetachableStreamSinkChannel.java:179)
	at io.undertow.server.HttpServerExchange$WriteDispatchChannel.write(HttpServerExchange.java:2070)
	at org.xnio.channels.Channels.writeBlocking(Channels.java:152)
	at io.undertow.io.UndertowOutputStream.write(UndertowOutputStream.java:185)
	at io.undertow.io.UndertowOutputStream.write(UndertowOutputStream.java:105)
	at com.palantir.conjure.java.client.jaxrs.Repro.lambda$main$0(Repro.java:75)
	at io.undertow.server.Connectors.executeRootHandler(Connectors.java:376)
	at io.undertow.server.HttpServerExchange$1.run(HttpServerExchange.java:830)
	at java.base/java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1128)
	at java.base/java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:628)
	at java.base/java.lang.Thread.run(Thread.java:834)
{noformat}
",,,
279,UNDERTOW-1637,"When accessing an application that uses a ""FORM"" based login auth-method, the app root context parg (e.g ""/context"") is not redirected anymore with a trailing slash (e.g to ""/context/"").
This leads the ""J_security_check"" to be checked on the uri path ""/j_security_check"" instead of ""/context/j_security_check"" and hence causing an HTTP-404 Not Found error.
",,,
281,UNDERTOW-1635,"I tested this with Fedora OpenJDK11
{{[INFO] ------------------------------------------------------------------------
[INFO] Reactor Summary for Undertow 2.0.29.Final-SNAPSHOT:
[INFO] 
[INFO] Undertow ........................................... SUCCESS [  1.747 s]
[INFO] Undertow Parser Generator .......................... FAILURE [  3.650 s]
[INFO] Undertow Core ...................................... SKIPPED
[INFO] Undertow Servlet ................................... SKIPPED
[INFO] Undertow WebSockets JSR356 implementations ......... SKIPPED
[INFO] Undertow Examples .................................. SKIPPED
[INFO] Undertow Karaf Features ............................ SKIPPED
[INFO] Undertow Benchmarks ................................ SKIPPED
[INFO] ------------------------------------------------------------------------
[INFO] BUILD FAILURE
[INFO] ------------------------------------------------------------------------
[INFO] Total time:  5.723 s
[INFO] Finished at: 2020-01-04T05:48:56-03:00
[INFO] ------------------------------------------------------------------------
[ERROR] Failed to execute goal org.apache.maven.plugins:maven-javadoc-plugin:3.0.1:jar (attach-javadocs) on project undertow-parser-generator: MavenReportException: Error while generating Javadoc: 
[ERROR] Exit code: 1 - javadoc: error - The code being documented uses modules but the packages defined in https://docs.oracle.com/javase/8/docs/api/ are in the unnamed module.
[ERROR] 
[ERROR] Command line was: /usr/lib/jvm/java-11-openjdk/bin/javadoc @options @packages
[ERROR] 
[ERROR] Refer to the generated Javadoc files in '/home/fla/Development/projects/undertow/parser-generator/target/apidocs' dir.
[ERROR] 
[ERROR] -> [Help 1]
}}",,,
282,UNDERTOW-1634,"When running examples(class Runner) on Windows, annotated classes are not selected because file separator  is not ""/""",,,
284,UNDERTOW-1630,"rewrite rule env is missing, i write config as flowing

RewriteCond %{REQUEST_METHOD} GET [NC]
RewriteRule ^/index.html/ent$ /ent [NE,R,E=original-path:%{REQUEST_PATH}]

but can't get it from request object",,,
285,UNDERTOW-1629,"In release 2.0.28 logging was introduced at level error when a client connection does not succeed to authenticate their client certificate. This can easily fill logs during a malicious attack, can the log level be reduced to debug. (Original change to add the logging was:
[UNDERTOW-1580] Improve EJB over HTTPS logging)",,,
286,UNDERTOW-1627,"RequestEncodingHandler$Builder enables deflate encoding but it does not enable gzip encoding.

Also, RequestEncodingHandler$Builder is not defined in a provider configuration file (core/src/main/resources/META-INF/services/io.undertow.server.handlers.builder.HandlerBuilder), so the handler can not be enabled through this HandlerBuilder.

In addition, I would like to suggest to rename the name of the handler builder ""uncompress"" to a more appropriate one ""uncompress-request"". As the handler builder is not defined in the provider configuration (= it has never been enabled by using the handler builder name), I think this name change does not break compatibility.
",,,
287,UNDERTOW-1624,"There is a check for a loop in the listener triggered by AbstractFramedStreamSinkChannel.resumeWritesInternal:
{code}
                        if (loopCount++ == 100) {
                            //should never happen
                            UndertowLogger.ROOT_LOGGER.listenerNotProgressing();
                            IoUtils.safeClose(AbstractFramedStreamSinkChannel.this);
                            return;
                        }
{code}
This loop count can reach 100 if we are using EJB over HTTP, and close the connection unexpectedly.",,,
