,issue_id,issue_comments,issue_desc,created_at,closed_at
529,WELD-1766,"In WildFly 8.1.0.Final, I observed that sometimes an injected instance of a custom scoped component was an old instance, belonging to a scope that had already been removed. After a long investigation, I found the root cause of this problem. It has to do with the bean instance caching that happens in client proxies for built in scoped beans (see Weld's class ClientProxyFactory). All beans with the same bean type make use of the same client proxy class, and this proxy class determines whether instances are cached or not. If, for a certain bean type, the first proxy that needs to be constructed is for a built in scoped bean, a caching proxy class is created, and that class will also be used for all future proxies, even if they refer to a bean that is custom scoped.

See ""steps to reproduce"" for further details.

The problem can be fixed by including a caching indicator in the name of the generated client proxy class (see pull request).
",,,
545,WELD-1558,"Weld unable to distinguish beans, then it's nested static classes with the same class name and package, but different enclosing classes. Weld generates the same proxy name for such classes and tries to inject incorrect bean.",,,
549,WELD-1759,"The stack trace looks like this:

{noformat}
2014-09-30 16:59:53,074 ERROR [io.undertow.request] (default task-58) UT005023: Exception handling request to /4900ad8b-90a5-4ec0-abf5-f919c09208ff/TestUpgradeServlet: java.security.AccessControlException: WFSM000001: Permission check failed (permission ""(""java.lang.RuntimePermission"" ""getClassLoader"")"" in code source ""(vfs:/content/4900ad8b-90a5-4ec0-abf5-f919c09208ff.war/WEB-INF/classes <no signer certificates>)"" of ""null"")
        at org.wildfly.security.manager.WildFlySecurityManager.checkPermission(WildFlySecurityManager.java:264) [wildfly-security-manager-1.1.0.Beta1-SNAPSHOT.jar:1.1.0.Beta1-SNAPSHOT]
        at org.wildfly.security.manager.WildFlySecurityManager.checkPermission(WildFlySecurityManager.java:172) [wildfly-security-manager-1.1.0.Beta1-SNAPSHOT.jar:1.1.0.Beta1-SNAPSHOT]
        at java.lang.ClassLoader.checkClassLoaderPermission(ClassLoader.java:1561) [rt.jar:1.7.0_51]
        at java.lang.Class.getClassLoader(Class.java:614) [rt.jar:1.7.0_51]
        at org.jboss.as.weld.services.bootstrap.ProxyServicesImpl._getClassLoader(ProxyServicesImpl.java:86) [wildfly-weld-9.0.0.Alpha2-SNAPSHOT.jar:9.0.0.Alpha2-SNAPSHOT]
        at org.jboss.as.weld.services.bootstrap.ProxyServicesImpl.getClassLoader(ProxyServicesImpl.java:79) [wildfly-weld-9.0.0.Alpha2-SNAPSHOT.jar:9.0.0.Alpha2-SNAPSHOT]
        at org.jboss.weld.bean.proxy.ProxyFactory.resolveClassLoaderForBeanProxy(ProxyFactory.java:836) [weld-core-impl-2.2.5.Final.jar:2014-09-15 07:54]
        at org.jboss.weld.bean.proxy.ProxyFactory.<init>(ProxyFactory.java:169) [weld-core-impl-2.2.5.Final.jar:2014-09-15 07:54]
        at org.jboss.weld.bean.proxy.InterceptedSubclassFactory.<init>(InterceptedSubclassFactory.java:80) [weld-core-impl-2.2.5.Final.jar:2014-09-15 07:54]
        at org.jboss.weld.bean.proxy.InterceptedSubclassFactory.<init>(InterceptedSubclassFactory.java:67) [weld-core-impl-2.2.5.Final.jar:2014-09-15 07:54]
        at org.jboss.weld.injection.producer.SubclassedComponentInstantiator.createEnhancedSubclass(SubclassedComponentInstantiator.java:98) [weld-core-impl-2.2.5.Final.jar:2014-09-15 07:54]
        at org.jboss.weld.injection.producer.SubclassedComponentInstantiator.initEnhancedSubclass(SubclassedComponentInstantiator.java:82) [weld-core-impl-2.2.5.Final.jar:2014-09-15 07:54]
        at org.jboss.weld.injection.producer.SubclassedComponentInstantiator.<init>(SubclassedComponentInstantiator.java:75) [weld-core-impl-2.2.5.Final.jar:2014-09-15 07:54]
        at org.jboss.weld.injection.producer.SubclassedComponentInstantiator.forInterceptedDecoratedBean(SubclassedComponentInstantiator.java:59) [weld-core-impl-2.2.5.Final.jar:2014-09-15 07:54]
        at org.jboss.weld.injection.producer.BeanInjectionTarget.initializeAfterBeanDiscovery(BeanInjectionTarget.java:138) [weld-core-impl-2.2.5.Final.jar:2014-09-15 07:54]
        at org.jboss.weld.injection.producer.InjectionTargetInitializationContext.initialize(InjectionTargetInitializationContext.java:42) [weld-core-impl-2.2.5.Final.jar:2014-09-15 07:54]
        at org.jboss.weld.injection.producer.InjectionTargetService.addInjectionTargetToBeInitialized(InjectionTargetService.java:55) [weld-core-impl-2.2.5.Final.jar:2014-09-15 07:54]
        at org.jboss.weld.injection.producer.InjectionTargetService.addInjectionTargetToBeInitialized(InjectionTargetService.java:49) [weld-core-impl-2.2.5.Final.jar:2014-09-15 07:54]
        at org.jboss.weld.injection.producer.WeldInjectionTargetBuilderImpl.build(WeldInjectionTargetBuilderImpl.java:80) [weld-core-impl-2.2.5.Final.jar:2014-09-15 07:54]
        at org.jboss.as.weld.injection.InjectionTargets.createInjectionTarget(InjectionTargets.java:78) [wildfly-weld-9.0.0.Alpha2-SNAPSHOT.jar:9.0.0.Alpha2-SNAPSHOT]
        at org.jboss.as.weld.deployment.WeldClassIntrospector.getInjectionTarget(WeldClassIntrospector.java:90) [wildfly-weld-9.0.0.Alpha2-SNAPSHOT.jar:9.0.0.Alpha2-SNAPSHOT]
        at org.jboss.as.weld.deployment.WeldClassIntrospector.createFactory(WeldClassIntrospector.java:57) [wildfly-weld-9.0.0.Alpha2-SNAPSHOT.jar:9.0.0.Alpha2-SNAPSHOT]
        at org.jboss.as.ee.component.ComponentRegistry.createInstanceFactory(ComponentRegistry.java:76)
        at org.wildfly.extension.undertow.deployment.UndertowDeploymentInfoService$ComponentClassIntrospector.createInstanceFactory(UndertowDeploymentInfoService.java:1292)
        at io.undertow.servlet.spec.HttpServletRequestImpl.upgrade(HttpServletRequestImpl.java:470) [undertow-servlet-1.1.0.Beta8.jar:1.1.0.Beta8]
------> at org.jboss.as.test.integration.ee.injection.support.servlet.TestUpgradeServlet.doGet(TestUpgradeServlet.java:45) [classes:]
        at javax.servlet.http.HttpServlet.service(HttpServlet.java:687) [jboss-servlet-api_3.1_spec-1.0.0.Final.jar:1.0.0.Final]
        at javax.servlet.http.HttpServlet.service(HttpServlet.java:790) [jboss-servlet-api_3.1_spec-1.0.0.Final.jar:1.0.0.Final]
        at io.undertow.servlet.handlers.ServletHandler.handleRequest(ServletHandler.java:85) [undertow-servlet-1.1.0.Beta8.jar:1.1.0.Beta8]
        at io.undertow.servlet.handlers.security.ServletSecurityRoleHandler.handleRequest(ServletSecurityRoleHandler.java:61) [undertow-servlet-1.1.0.Beta8.jar:1.1.0.Beta8]
        at io.undertow.servlet.handlers.ServletDispatchingHandler.handleRequest(ServletDispatchingHandler.java:36) [undertow-servlet-1.1.0.Beta8.jar:1.1.0.Beta8]
        at org.wildfly.extension.undertow.security.SecurityContextAssociationHandler.handleRequest(SecurityContextAssociationHandler.java:78)
        at io.undertow.server.handlers.PredicateHandler.handleRequest(PredicateHandler.java:43) [undertow-core-1.1.0.Beta8.jar:1.1.0.Beta8]
        at io.undertow.servlet.handlers.security.SSLInformationAssociationHandler.handleRequest(SSLInformationAssociationHandler.java:131) [undertow-servlet-1.1.0.Beta8.jar:1.1.0.Beta8]
        at io.undertow.servlet.handlers.security.ServletAuthenticationCallHandler.handleRequest(ServletAuthenticationCallHandler.java:56) [undertow-servlet-1.1.0.Beta8.jar:1.1.0.Beta8]
        at io.undertow.server.handlers.PredicateHandler.handleRequest(PredicateHandler.java:43) [undertow-core-1.1.0.Beta8.jar:1.1.0.Beta8]
        at io.undertow.security.handlers.AbstractConfidentialityHandler.handleRequest(AbstractConfidentialityHandler.java:45) [undertow-core-1.1.0.Beta8.jar:1.1.0.Beta8]
        at io.undertow.servlet.handlers.security.ServletConfidentialityConstraintHandler.handleRequest(ServletConfidentialityConstraintHandler.java:61) [undertow-servlet-1.1.0.Beta8.jar:1.1.0.Beta8]
        at io.undertow.security.handlers.AuthenticationMechanismsHandler.handleRequest(AuthenticationMechanismsHandler.java:58) [undertow-core-1.1.0.Beta8.jar:1.1.0.Beta8]
        at io.undertow.servlet.handlers.security.CachedAuthenticatedSessionHandler.handleRequest(CachedAuthenticatedSessionHandler.java:70) [undertow-servlet-1.1.0.Beta8.jar:1.1.0.Beta8]
        at io.undertow.security.handlers.NotificationReceiverHandler.handleRequest(NotificationReceiverHandler.java:50) [undertow-core-1.1.0.Beta8.jar:1.1.0.Beta8]
        at io.undertow.security.handlers.SecurityInitialHandler.handleRequest(SecurityInitialHandler.java:76) [undertow-core-1.1.0.Beta8.jar:1.1.0.Beta8]
        at io.undertow.server.handlers.PredicateHandler.handleRequest(PredicateHandler.java:43) [undertow-core-1.1.0.Beta8.jar:1.1.0.Beta8]
        at org.wildfly.extension.undertow.security.jacc.JACCContextIdHandler.handleRequest(JACCContextIdHandler.java:61)
        at io.undertow.server.handlers.PredicateHandler.handleRequest(PredicateHandler.java:43) [undertow-core-1.1.0.Beta8.jar:1.1.0.Beta8]
        at io.undertow.server.handlers.PredicateHandler.handleRequest(PredicateHandler.java:43) [undertow-core-1.1.0.Beta8.jar:1.1.0.Beta8]
        at io.undertow.servlet.handlers.ServletInitialHandler.handleFirstRequest(ServletInitialHandler.java:259) [undertow-servlet-1.1.0.Beta8.jar:1.1.0.Beta8]
        at io.undertow.servlet.handlers.ServletInitialHandler.dispatchRequest(ServletInitialHandler.java:246) [undertow-servlet-1.1.0.Beta8.jar:1.1.0.Beta8]
        at io.undertow.servlet.handlers.ServletInitialHandler.access$000(ServletInitialHandler.java:75) [undertow-servlet-1.1.0.Beta8.jar:1.1.0.Beta8]
        at io.undertow.servlet.handlers.ServletInitialHandler$1$1.run(ServletInitialHandler.java:171) [undertow-servlet-1.1.0.Beta8.jar:1.1.0.Beta8]
        at java.security.AccessController.doPrivileged(Native Method) [rt.jar:1.7.0_51]
        at io.undertow.servlet.handlers.ServletInitialHandler$1.handleRequest(ServletInitialHandler.java:168) [undertow-servlet-1.1.0.Beta8.jar:1.1.0.Beta8]
        at io.undertow.server.Connectors.executeRootHandler(Connectors.java:197) [undertow-core-1.1.0.Beta8.jar:1.1.0.Beta8]
        at io.undertow.server.HttpServerExchange$1.run(HttpServerExchange.java:737) [undertow-core-1.1.0.Beta8.jar:1.1.0.Beta8]
        at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1145) [rt.jar:1.7.0_51]
        at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:615) [rt.jar:1.7.0_51]
        at java.lang.Thread.run(Thread.java:744) [rt.jar:1.7.0_51]
{noformat}

The arrow indicates the position of the failed protection domain on the stack.  I think that something in this stack should be executing with privileges, but I'm not really sure what... maybe the proxy factory where the class loader is acquired?

If this bug belongs somewhere else (e.g. in UT or WFCORE or WFLY), feel free to move it.",,,
550,WELD-1748,See CDITCK-450 for details,,,
553,WELD-1707,NoData,,,
593,WELD-1651,"Having this e.g this class:
{code}
public class BeanDefault<T extends AbstractClass> {
}
{code}
 and its specialization like this:
{code}
@Specializes
public class BeanCustom<T extends AbstractClass> extends BeanDefault<T> {
}
{code}

will result in:
{noformat}
Caused by: org.jboss.weld.exceptions.DefinitionException: WELD-001511: Specializing bean Managed Bean [class mypackage.BeanCustom] with qualifiers [@Any @Default] does not have bean type class mypackage.BeanDefault<T> of specialized bean Managed Bean [class mypackage.BeanDefault] with qualifiers [@Any @Default]
{noformat}

This is IMHO inappropriate since the type BeanDefault<T> is present. CDI spec says just:
{quote}
Formally, a bean X is said to specialize another bean Y if either:
...
Furthermore, X must have all the bean types of Y. If X does not have some bean type of Y, the container automatically de-
tects the problem and treats it as a definition error.
{quote}


",,,
630,WELD-1747,"This needs to be fixed in 1.x branch as well.
Described and reproducer attached here: https://issues.apache.org/jira/browse/DELTASPIKE-720",,,
634,WELD-1456,ProgrammaticallyAddedProcessBeanAttributesTest counts the number of ProcessBeanAttributes events and expects the count to be 0 in the end (That would suggest that no PBA was fired for built-in beans nor beans added via AfterBeanDiscovery.addBean()). However this is incorrect since an application server may bundle extensions that register (synthetic) annotated types. These are not built-in beans per definition and therefore they affect the counter in the test.,,,
637,WELD-1736,The subclass may not declare annotations from the component class and therefore the interception model my be invalid.,,,
643,WELD-1734,NoData,,,
664,WELD-1725,NoData,,,
668,WELD-1711,"In the weld-osgi-bundle manifest, all imports of Guava packages ({{com.google.common.*}}) are marked as optional.

This seems to be a left-over of Weld 1.x. 

As far as I can see, the dependency is mandatory in Weld's core logic, so the optional directive should be deleted from the manifest.

The impact is more than cosmetic:

Weld 2.2 imports {{javax.annotation}} 1.2 whereas Guava does not specify a version for {{javax.annotation}}.

Running on Vanilla Equinox 3.9.1 where {{javax.annotation}} is exported by the system bundle, you may get a {{ClassNotFoundException}}, since Guava gets wired to {{javax.annotation}} 0.0 from the system bundle and Weld does not get wired to the optional Guava dependency at all due to a package uses conflict for {{javax.annotation}}.

Making the Guava dependency mandatory would either lead to a consistent wiring for Guava, or at least to a resolution error instead of a runtime exception. The user must then fix the resolution problem by manually removing {{javax.annotation}} from the list of system packages.",,,
670,WELD-1709,"As stated in the CDI specification, the {{@WtihAnnotations}} annotation can appear on any member of the annotated type. However, Weld is only delivering the {{ProcessAnnotatedType}} events for types whose annotated constructors are public.",,,
674,WELD-1571,"When injecting an @ApplicationScoped bean, which extends a class that does not have a no-arg constructor, the following NPE occurs:
{code}
Caused by: java.lang.NullPointerException
	at org.jboss.weld.bean.proxy.ClientProxyProvider.getClientProxy(ClientProxyProvider.java:214) [weld-core-impl-2.1.1.Final.jar:2013-12-03 09:59]
	at org.jboss.weld.manager.BeanManagerImpl.getReference(BeanManagerImpl.java:727) [weld-core-impl-2.1.1.Final.jar:2013-12-03 09:59]
	at org.jboss.weld.manager.BeanManagerImpl.getReference(BeanManagerImpl.java:789) [weld-core-impl-2.1.1.Final.jar:2013-12-03 09:59]
	at org.jboss.weld.injection.FieldInjectionPoint.inject(FieldInjectionPoint.java:92) [weld-core-impl-2.1.1.Final.jar:2013-12-03 09:59]
	at org.jboss.weld.util.Beans.injectBoundFields(Beans.java:358) [weld-core-impl-2.1.1.Final.jar:2013-12-03 09:59]
	at org.jboss.weld.util.Beans.injectFieldsAndInitializers(Beans.java:369) [weld-core-impl-2.1.1.Final.jar:2013-12-03 09:59]
	at org.jboss.weld.injection.producer.DefaultInjector.inject(DefaultInjector.java:72) [weld-core-impl-2.1.1.Final.jar:2013-12-03 09:59]
	at org.jboss.weld.injection.producer.ResourceInjector.inject(ResourceInjector.java:60) [weld-core-impl-2.1.1.Final.jar:2013-12-03 09:59]
	at org.jboss.weld.injection.producer.DefaultInjector$1.proceed(DefaultInjector.java:66) [weld-core-impl-2.1.1.Final.jar:2013-12-03 09:59]
	at org.jboss.weld.injection.InjectionContextImpl.run(InjectionContextImpl.java:48) [weld-core-impl-2.1.1.Final.jar:2013-12-03 09:59]
	at org.jboss.weld.injection.producer.DefaultInjector.inject(DefaultInjector.java:64) [weld-core-impl-2.1.1.Final.jar:2013-12-03 09:59]
	at org.jboss.weld.injection.producer.BasicInjectionTarget.inject(BasicInjectionTarget.java:90) [weld-core-impl-2.1.1.Final.jar:2013-12-03 09:59]
	at org.jboss.weld.bean.ManagedBean.create(ManagedBean.java:150) [weld-core-impl-2.1.1.Final.jar:2013-12-03 09:59]
	at org.jboss.weld.context.AbstractContext.get(AbstractContext.java:94) [weld-core-impl-2.1.1.Final.jar:2013-12-03 09:59]
	at org.jboss.weld.bean.proxy.ContextBeanInstance.getInstance(ContextBeanInstance.java:98) [weld-core-impl-2.1.1.Final.jar:2013-12-03 09:59]
	at org.jboss.weld.bean.proxy.ProxyMethodHandler.invoke(ProxyMethodHandler.java:78) [weld-core-impl-2.1.1.Final.jar:2013-12-03 09:59]
	at nl.topicus.digdag.rest.integration.RemoteClientBuilder$Proxy$_$$_WeldClientProxy.createTopicusClient(Unknown Source) [classes:]
	at nl.topicus.digdag.rest.RemoteAuthenticationRESTService.getRemoteAuthentication(RemoteAuthenticationRESTService.java:223) [classes:]
{code}

Debugging the code in ClientProxyProvider.getClientProxy reveals that this caused by the following problem (in Proxies.getUnproxyableTypesExceptionInt):
{code}
org.jboss.weld.exceptions.UnproxyableResolutionException: WELD-001435: Normal scoped bean class org.openid4java.consumer.AbstractNonceVerifier is not proxyable because it has no no-args constructor - Managed Bean [class nl.topicus.digdag.rest.integration.CachedNonceVerifier] with qualifiers [@Any @Default].
{code}

CachedNonceVerifier extends AbstractNonceVerifier. CachedNonceVerifier does have a no-arg constructor, AbstractNonceVerifier does not, but I do not see why it would need it as CachedNonceVerifier is the type that is proxied.",,,
678,WELD-1706,"Using an empty beans.xml, the following error occurs when Weld SE tries to merge the beans.xml files:
{noformat}
org.jboss.weld.exceptions.IllegalStateException: WELD-001201: Error loading beans.xml unknown
	at org.jboss.weld.xml.BeansXmlParser.parse(BeansXmlParser.java:62)
	at org.jboss.weld.xml.BeansXmlParser.parse(BeansXmlParser.java:124)
	at org.jboss.weld.bootstrap.WeldBootstrap.parse(WeldBootstrap.java:126)
	at org.jboss.weld.environment.se.Weld.mergeToOne(Weld.java:255)
	at org.jboss.weld.environment.se.Weld.createDeployment(Weld.java:230)
	at org.jboss.weld.environment.se.Weld.initialize(Weld.java:148)
	at org.jboss.weld.environment.se.test.CDIProviderTest.testCDIProvider(CDIProviderTest.java:19)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(Unknown Source)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(Unknown Source)
	at java.lang.reflect.Method.invoke(Unknown Source)
	at org.junit.runners.model.FrameworkMethod$1.runReflectiveCall(FrameworkMethod.java:44)
	at org.junit.internal.runners.model.ReflectiveCallable.run(ReflectiveCallable.java:15)
	at org.junit.runners.model.FrameworkMethod.invokeExplosively(FrameworkMethod.java:41)
	at org.junit.internal.runners.statements.InvokeMethod.evaluate(InvokeMethod.java:20)
	at org.junit.runners.BlockJUnit4ClassRunner.runChild(BlockJUnit4ClassRunner.java:76)
	at org.junit.runners.BlockJUnit4ClassRunner.runChild(BlockJUnit4ClassRunner.java:50)
	at org.junit.runners.ParentRunner$3.run(ParentRunner.java:193)
	at org.junit.runners.ParentRunner$1.schedule(ParentRunner.java:52)
{noformat}",,,
681,WELD-1702,NoData,,,
692,WELD-1699,"The interceptor model is stored with ejbDescriptor.getImplementationClass() as the key but is later retrieved with ejbDescriptor.getBeanClass().

Modify lookup logic so that it uses the same key. In addition, expand SubclassedComponentDescriptorTest to cover this scenario.",,,
698,WELD-1657,Backport the fix for WELD-1452 together with the testcase to Weld 1.1,,,
707,WELD-1550,"I'm trying to use weld SE in a standard desktop app, and I've created a couple of Interceptors to ensure that certain methods are called on the EDT. 

An example of one of my annotations:

@InterceptorBinding
@Target({ElementType.METHOD, ElementType.TYPE})
@Retention(RetentionPolicy.RUNTIME)
public @interface InvokeOnEDT
{
}


And the actual interceptor:

@InvokeOnEDT
@Interceptor
@Priority(1)
public class InvokeOnEDTInterceptor
{
    private static final Logger logger = Logger.getLogger(InvokeOnEDTInterceptor.class);

    @AroundInvoke
    public Object ensureOnEDT(InvocationContext ctx) throws Exception
    {
        logger.warn(""INV intercepted: "" + ctx);
        return ctx.proceed();
    }
}

When I try to initialize the weld container, I get the following exception on any class that uses this annotation on a method and extends a swing component (JPanel is the primary offender):


org.jboss.weld.exceptions.WeldException: WELD-001524: Unable to load proxy class for bean Managed Bean [class xxxx.xxxx.core.view.gui.maptools.ShapeEditorPanel3D] with qualifiers [@Any @Default] with class class xxx.xxxx.core.view.gui.maptools.ShapeEditorPanel3D using classloader sun.misc.Launcher$AppClassLoader@6c5bdfae
        at org.jboss.weld.bean.proxy.ProxyFactory.getProxyClass(ProxyFactory.java:315)
        at org.jboss.weld.injection.producer.SubclassedComponentInstantiator.createEnhancedSubclass(SubclassedComponentInstantiator.java:83)
        at org.jboss.weld.injection.producer.SubclassedComponentInstantiator.initEnhancedSubclass(SubclassedComponentInstantiator.java:65)

        at org.jboss.weld.injection.producer.SubclassedComponentInstantiator.<init>(SubclassedComponentInstantiator.java:58)

        at org.jboss.weld.injection.producer.SubclassedComponentInstantiator.<init>(SubclassedComponentInstantiator.java:54)

        at org.jboss.weld.injection.producer.BeanInjectionTarget.initializeAfterBeanDiscovery(BeanInjectionTarget.java:127)

        at org.jboss.weld.injection.producer.InjectionTargetInitializationContext.initialize(InjectionTargetInitializationContext.java:42)

        at org.jboss.weld.injection.producer.InjectionTargetService.initialize(InjectionTargetService.java:58)

        at org.jboss.weld.bootstrap.WeldStartup.deployBeans(WeldStartup.java:413)

        at org.jboss.weld.bootstrap.WeldBootstrap.deployBeans(WeldBootstrap.java:76)

        at org.jboss.weld.bootstrap.api.helpers.ForwardingBootstrap.deployBeans(ForwardingBootstrap.java:63)

        at org.jboss.weld.environment.se.Weld.initialize(Weld.java:143)

        at XXXXLauncher.main(XXXXLauncher.java:137)

Caused by: java.lang.RuntimeException: java.lang.IllegalAccessError: class xxx.xxxx.core.view.gui.maptools.ShapeEditorPanel3D$Proxy$_$$_WeldSubclass cannot access its superinterface javax.swing.TransferHandler$HasGetTransferHandler

        at org.jboss.weld.util.bytecode.ClassFileUtils.toClass(ClassFileUtils.java:101)

        at org.jboss.weld.bean.proxy.ProxyFactory.createProxyClass(ProxyFactory.java:423)

        at org.jboss.weld.bean.proxy.ProxyFactory.getProxyClass(ProxyFactory.java:308)

        ... 12 more

Caused by: java.lang.IllegalAccessError: class xxx.xxxx.core.view.gui.maptools.ShapeEditorPanel3D$Proxy$_$$_WeldSubclass cannot access its superinterface javax.swing.TransferHandler$HasGetTransferHandler

        at java.lang.ClassLoader.defineClass1(Native Method)

        at java.lang.ClassLoader.defineClass(ClassLoader.java:791)

        at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)

        at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)

        at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)

        at java.lang.reflect.Method.invoke(Method.java:601)

        at org.jboss.weld.util.bytecode.ClassFileUtils.toClass2(ClassFileUtils.java:108)

        at org.jboss.weld.util.bytecode.ClassFileUtils.toClass(ClassFileUtils.java:97)

        ... 14 more

 

This happens on any class that derives from something like JPanel.  This seems like a bug to me, but I found almost nothing googling for this except some several year old posts about spring AOP.",,,
716,WELD-1683,NoData,,,
